,CustomerID,no_bills,sum_bill,Recency,Recency_min,Average_bill,Recency_int,month_interval,no_of_visit_per_month,,,
736,13323,5,787.85,06-12-2011 17:12,16-09-2011 13:23,157.57,12,2.7,0.54,,5.059869804,
737,13324,10,7121.95,03-11-2011 16:28,14-12-2010 09:50,712.195,11,10.8,1.08,,6.56835175,
738,13325,1,675.3,19-09-2011 10:36,19-09-2011 10:36,675.3,9,0,0,,6.515157037,
739,13327,8,3627.77,01-11-2011 10:21,09-12-2010 15:32,453.47125,11,10.86666667,1.358333333,,6.116931872,
740,13328,1,1308.48,27-01-2011 15:22,27-01-2011 15:22,1308.48,1,0,0,,7.176621437,
741,13329,2,789,08-11-2011 10:29,08-12-2010 10:11,394.5,11,11.16666667,5.583333333,,5.97761914,
742,13330,3,1140.93,08-09-2011 12:27,28-01-2011 10:08,380.31,9,7.433333333,2.477777778,,5.94098671,
743,13332,1,350.9,25-11-2011 13:30,25-11-2011 13:30,350.9,11,0,0,,5.860501283,
744,13334,3,3536.82,18-09-2011 15:21,07-02-2011 11:42,1178.94,9,7.433333333,2.477777778,,7.072371009,
745,13336,1,795.12,23-09-2011 14:05,23-09-2011 14:05,795.12,9,0,0,,6.678493047,
746,13338,1,422.02,05-07-2011 09:06,05-07-2011 09:06,422.02,7,0,0,,6.045052706,
747,13339,1,860.12,23-05-2011 08:31,23-05-2011 08:31,860.12,5,0,0,,6.757071914,
748,13340,7,10736.48,25-10-2011 13:15,08-03-2011 11:39,1533.782857,10,7.7,1.1,,7.335492419,
749,13341,1,775.85,24-03-2011 09:50,24-03-2011 09:50,775.85,3,0,0,,6.653959203,
750,13343,1,303.43,15-06-2011 12:24,15-06-2011 12:24,303.43,6,0,0,,5.715150941,
751,13344,3,2543.72,03-10-2011 09:45,07-03-2011 10:28,847.9066667,10,6.966666667,2.322222222,,6.742770567,
752,13345,1,339.5,25-02-2011 09:01,25-02-2011 09:01,339.5,2,0,0,,5.827473947,
753,13347,1,291.36,30-09-2011 13:28,30-09-2011 13:28,291.36,9,0,0,,5.674559616,
754,13348,1,233.76,06-10-2011 17:28,06-10-2011 17:28,233.76,10,0,0,,5.454294948,
755,13349,1,197.32,29-11-2011 08:07,29-11-2011 08:07,197.32,11,0,0,,5.284826776,
756,13350,2,879.12,23-11-2011 16:33,21-09-2011 13:33,439.56,11,2.1,1.05,,6.085774227,
757,13351,1,323.94,04-10-2011 12:55,04-10-2011 12:55,323.94,10,0,0,,5.780558313,
758,13352,1,347.98,10-10-2011 13:55,10-10-2011 13:55,347.98,10,0,0,,5.852145007,
759,13354,1,743.53,29-09-2011 13:17,29-09-2011 13:17,743.53,9,0,0,,6.611409115,
760,13355,1,674.7,09-08-2011 14:48,09-08-2011 14:48,674.7,8,0,0,,6.514268148,
761,13356,1,768.24,20-09-2011 14:33,20-09-2011 14:33,768.24,9,0,0,,6.644102184,
762,13357,1,609.95,27-03-2011 13:56,27-03-2011 13:56,609.95,3,0,0,,6.413376987,
763,13358,1,389.03,16-03-2011 11:52,16-03-2011 11:52,389.03,3,0,0,,5.963656461,
764,13359,1,389.56,07-10-2011 09:30,07-10-2011 09:30,389.56,10,0,0,,5.965017897,
765,13362,4,3090.74,30-11-2011 14:41,25-02-2011 11:33,772.685,11,9.266666667,2.316666667,,6.649871462,
766,13363,2,892.5,22-11-2011 12:40,27-10-2011 10:46,446.25,11,0.866666667,0.433333333,,6.100879333,
767,13364,1,134.96,29-09-2011 18:13,29-09-2011 18:13,134.96,9,0,0,,4.904978438,
768,13365,2,2225.37,06-11-2011 12:36,06-05-2011 12:00,1112.685,11,6.133333333,3.066666667,,7.014531292,
769,13366,1,56.16,20-10-2011 13:37,20-10-2011 13:37,56.16,10,0,0,,4.02820476,
770,13368,2,573.4,28-03-2011 09:59,06-01-2011 12:32,286.7,3,2.666666667,1.333333333,,5.658436373,
771,13369,1,258.28,09-12-2010 11:30,09-12-2010 11:30,258.28,0,0,0,,5.554044268,
772,13370,1,754.87,03-12-2010 10:26,03-12-2010 10:26,754.87,0,0,0,,6.626545549,
773,13372,1,328.64,11-09-2011 12:46,11-09-2011 12:46,328.64,9,0,0,,5.794962927,
774,13373,3,3312.25,10-10-2011 10:51,08-03-2011 14:35,1104.083333,10,7.166666667,2.388888889,,7.006770707,
775,13375,1,778.65,12-09-2011 10:19,12-09-2011 10:19,778.65,9,0,0,,6.657561651,
776,13376,3,869.76,01-09-2011 16:16,19-04-2011 13:03,289.92,9,4.5,1.5,,5.669605023,
777,13379,3,572.56,13-11-2011 13:45,26-07-2011 12:26,190.8533333,11,3.666666667,1.222222222,,5.251505245,
778,13381,6,3639.31,08-11-2011 11:58,14-02-2011 10:10,606.5516667,11,8.9,1.483333333,,6.407789913,
779,13382,1,222.99,04-03-2011 10:03,04-03-2011 10:03,222.99,3,0,0,,5.407126927,
780,13384,7,4151.93,09-11-2011 11:04,14-06-2011 12:47,593.1328571,11,4.9,0.7,,6.385418416,
781,13385,1,534.57,14-01-2011 09:52,14-01-2011 09:52,534.57,1,0,0,,6.281462685,
782,13388,2,677.1,31-07-2011 12:52,31-07-2011 12:52,338.55,7,0,0,,5.824671792,
783,13389,3,782.96,28-11-2011 14:01,21-04-2011 12:12,260.9866667,11,7.366666667,2.455555556,,5.56446932,
784,13390,1,544.08,26-09-2011 08:38,26-09-2011 08:38,544.08,9,0,0,,6.299096295,
785,13391,1,59.8,20-05-2011 10:50,20-05-2011 10:50,59.8,5,0,0,,4.091005661,
786,13394,8,2520.02,08-12-2011 11:36,03-02-2011 10:39,315.0025,12,10.26666667,1.283333333,,5.752580575,
787,13395,1,307.72,07-06-2011 15:04,07-06-2011 15:04,307.72,6,0,0,,5.729190279,
788,13396,2,1360.99,10-11-2011 16:59,24-01-2011 13:37,680.495,11,9.666666667,4.833333333,,6.522820475,
789,13397,5,1544.13,28-09-2011 10:56,04-01-2011 13:50,308.826,9,8.866666667,1.773333333,,5.732778011,
790,13398,1,457.34,31-05-2011 13:17,31-05-2011 13:17,457.34,5,0,0,,6.125427097,
791,13402,2,621.23,04-08-2011 15:51,02-12-2010 17:12,310.615,8,8.133333333,4.066666667,,5.738554203,
792,13403,1,75,22-11-2011 08:28,22-11-2011 08:28,75,11,0,0,,4.317488114,
793,13404,2,252.49,08-12-2011 15:37,11-05-2011 11:57,126.245,12,7.033333333,3.516666667,,4.838224463,
794,13405,2,557.45,19-05-2011 16:31,26-01-2011 09:27,278.725,5,3.766666667,1.883333333,,5.630225633,
795,13408,62,28117.04,08-12-2011 09:05,01-12-2010 10:39,453.5006452,12,12.36666667,0.199462366,,6.116996692,
796,13410,5,1003.06,15-11-2011 15:33,21-02-2011 14:38,200.612,11,8.9,1.78,,5.301372694,
797,13411,1,213.55,24-08-2011 13:57,24-08-2011 13:57,213.55,8,0,0,,5.363870997,
798,13414,3,1390.5,29-07-2011 11:45,16-02-2011 12:13,463.5,7,5.4,1.8,,6.138806385,
799,13416,2,712.5,27-10-2011 08:56,19-09-2011 14:43,356.25,10,1.233333333,0.616666667,,5.875632732,
800,13417,2,640.83,05-12-2011 08:49,18-05-2011 16:26,320.415,12,6.666666667,3.333333333,,5.769617031,
801,13418,18,6127.43,28-11-2011 10:23,02-12-2010 10:45,340.4127778,11,12,0.666666667,,5.830158934,
802,13419,1,221.06,07-10-2011 12:49,07-10-2011 12:49,221.06,10,0,0,,5.398434158,
803,13420,2,159.85,13-07-2011 08:48,22-06-2011 11:35,79.925,7,0.666666667,0.333333333,,4.381088695,
804,13421,2,1840.58,30-10-2011 14:21,22-02-2011 15:46,920.29,10,8.3,4.15,,6.824688838,
805,13422,1,2626.3,06-10-2011 13:42,06-10-2011 13:42,2626.3,10,0,0,,7.873331291,
806,13425,3,1609.21,23-08-2011 17:13,18-02-2011 08:34,536.4033333,8,6.2,2.066666667,,6.284886366,
807,13426,10,3641.32,09-12-2011 08:59,15-12-2010 12:43,364.132,12,11.93333333,1.193333333,,5.897516439,
808,13427,3,582.6,20-11-2011 13:02,08-05-2011 15:58,194.2,11,6.5,2.166666667,,5.268888556,
809,13428,1,218.47,29-11-2011 14:20,29-11-2011 14:20,218.47,11,0,0,,5.386648705,
810,13429,4,1006.8,29-11-2011 09:10,25-09-2011 15:59,251.7,11,2.133333333,0.533333333,,5.528237902,
811,13430,2,679.45,21-11-2011 08:19,14-09-2011 14:26,339.725,11,2.233333333,1.116666667,,5.828136467,
812,13431,2,1269.1,03-10-2011 13:49,12-09-2011 11:25,634.55,10,0.7,0.35,,6.452916086,
813,13434,2,534.24,26-09-2011 14:30,04-09-2011 10:35,267.12,9,0.733333333,0.366666667,,5.587697996,
814,13435,7,3809.89,04-12-2011 14:45,03-06-2011 17:07,544.27,12,6.1,0.871428571,,6.299445447,
815,13436,1,196.89,08-12-2011 10:33,08-12-2011 10:33,196.89,12,0,0,,5.282645197,
816,13437,7,3408.06,25-11-2011 14:00,02-06-2011 14:30,486.8657143,11,5.833333333,0.833333333,,6.187988344,
817,13439,1,283.71,29-03-2011 14:20,29-03-2011 14:20,283.71,3,0,0,,5.64795259,
818,13441,1,296.64,09-09-2011 09:38,09-09-2011 09:38,296.64,9,0,0,,5.692519282,
819,13447,3,1129.14,16-11-2011 13:38,04-11-2011 10:10,376.38,11,0.4,0.133333333,,5.930599271,
820,13448,6,3539.37,23-11-2011 12:33,01-12-2010 10:52,589.895,11,11.9,1.983333333,,6.379944555,
821,13449,1,291.88,16-11-2011 08:28,16-11-2011 08:28,291.88,11,0,0,,5.676342759,
822,13450,6,2043.72,13-11-2011 11:54,05-05-2011 19:48,340.62,11,6.366666667,1.061111111,,5.830767486,
823,13451,5,2976.15,13-11-2011 15:58,09-01-2011 15:35,595.23,11,10.26666667,2.053333333,,6.388947885,
824,13452,2,590,25-03-2011 14:19,14-03-2011 11:38,295,3,0.366666667,0.183333333,,5.686975356,
825,13453,2,356.98,27-06-2011 09:34,23-02-2011 09:44,178.49,6,4.1,2.05,,5.184532577,
826,13455,2,1058.34,15-11-2011 11:21,08-12-2010 13:11,529.17,11,11.36666667,5.683333333,,6.271309741,
827,13456,6,1751.72,22-11-2011 09:18,16-05-2011 15:34,291.9533333,11,6.3,1.05,,5.676593972,
828,13458,14,9646.57,02-12-2011 15:29,15-12-2010 12:05,689.0407143,12,11.73333333,0.838095238,,6.535300361,
829,13460,2,183.44,10-11-2011 17:17,21-10-2011 09:50,91.72,11,0.666666667,0.333333333,,4.518740458,
830,13461,3,1445,01-11-2011 09:01,29-06-2011 10:23,481.6666667,11,4.133333333,1.377777778,,6.177252312,
831,13462,1,151.5,01-04-2011 11:20,01-04-2011 11:20,151.5,4,0,0,,5.020585625,
832,13464,1,674.68,12-10-2011 15:01,12-10-2011 15:01,674.68,10,0,0,,6.514238504,
833,13466,1,307.9,08-06-2011 16:39,08-06-2011 16:39,307.9,6,0,0,,5.729775055,
834,13467,2,1083.71,29-11-2011 10:01,03-11-2011 16:56,541.855,11,0.833333333,0.416666667,,6.294998438,
835,13468,37,5704.97,08-12-2011 10:39,01-12-2010 15:08,154.1883784,12,12.36666667,0.334234234,,5.038175091,
836,13470,2,165,01-09-2011 14:57,16-08-2011 17:06,82.5,9,0.5,0.25,,4.412798293,
837,13471,4,2531.58,08-12-2011 15:44,23-10-2011 13:10,632.895,12,1.533333333,0.383333333,,6.450304532,
838,13473,2,422.64,10-10-2011 11:20,11-01-2011 08:45,211.32,10,9.066666667,4.533333333,,5.353373572,
839,13474,1,229.59,17-04-2011 13:53,17-04-2011 13:53,229.59,4,0,0,,5.436295109,
840,13475,4,1431.78,01-06-2011 13:52,14-02-2011 12:36,357.945,6,3.566666667,0.891666667,,5.880379343,
841,13476,2,1238.47,14-06-2011 12:00,03-03-2011 14:43,619.235,6,3.4,1.7,,6.428484845,
842,13477,6,1454.58,02-11-2011 12:04,21-02-2011 12:29,242.43,11,8.433333333,1.405555556,,5.490713009,
843,13479,2,300.95,23-05-2011 10:45,19-04-2011 11:27,150.475,5,1.1,0.55,,5.013796957,
844,13481,5,1804.56,25-10-2011 09:07,28-03-2011 09:07,360.912,10,7.033333333,1.406666667,,5.888634161,
845,13482,1,184.64,21-04-2011 17:03,21-04-2011 17:03,184.64,4,0,0,,5.218407983,
846,13483,1,140.34,05-10-2011 11:53,05-10-2011 11:53,140.34,10,0,0,,4.94406805,
847,13484,1,313.8,12-04-2011 16:30,12-04-2011 16:30,313.8,4,0,0,,5.74875584,
848,13485,1,454.24,20-04-2011 13:58,20-04-2011 13:58,454.24,4,0,0,,6.118625693,
849,13486,3,1122.41,22-09-2011 13:13,07-07-2011 17:19,374.1366667,9,2.533333333,0.844444444,,5.92462115,
850,13487,3,575.4,13-10-2011 12:07,21-12-2010 14:54,191.8,10,9.833333333,3.277777778,,5.256453162,
851,13488,13,8968.31,22-11-2011 14:41,07-12-2010 13:01,689.87,11,11.66666667,0.897435897,,6.536503174,
852,13489,4,449.52,26-08-2011 13:16,18-02-2011 10:42,112.38,8,6.3,1.575,,4.721885986,
853,13491,10,1215.82,19-10-2011 08:32,02-12-2010 14:30,121.582,10,10.66666667,1.066666667,,4.800588932,
854,13492,3,1269.84,26-07-2011 14:25,09-05-2011 10:06,423.28,7,2.6,0.866666667,,6.048033899,
855,13493,2,498.63,09-03-2011 15:35,25-02-2011 16:42,249.315,3,0.366666667,0.183333333,,5.518717157,
856,13494,1,316.26,01-02-2011 11:58,01-02-2011 11:58,316.26,2,0,0,,5.75656466,
857,13495,5,2044.87,02-12-2011 11:21,06-12-2010 15:14,408.974,12,12,2.4,,6.013651584,
858,13496,2,653.33,29-11-2011 10:58,15-12-2010 10:17,326.665,11,11.63333333,5.816666667,,5.788935181,
859,13497,2,348.05,02-03-2011 09:04,06-12-2010 11:37,174.025,3,2.833333333,1.416666667,,5.159198967,
860,13499,5,1159.11,22-11-2011 11:21,15-03-2011 08:52,231.822,11,8.4,1.68,,5.445969836,
861,13500,3,1166.77,16-11-2011 15:35,09-08-2011 12:20,388.9233333,11,3.3,1.1,,5.963382238,
862,13501,1,1340.32,24-02-2011 18:59,24-02-2011 18:59,1340.32,2,0,0,,7.20066367,
863,13502,3,292,23-11-2011 10:39,20-01-2011 09:03,97.33333333,11,10.23333333,3.411111111,,4.578141514,
864,13503,1,216.85,29-09-2011 13:23,29-09-2011 13:23,216.85,9,0,0,,5.37920587,
865,13504,1,295.93,06-10-2011 13:20,06-10-2011 13:20,295.93,10,0,0,,5.69012294,
866,13505,4,3633.63,28-09-2011 11:56,21-04-2011 12:07,908.4075,9,5.3,1.325,,6.811693066,
867,13506,2,458.52,27-01-2011 13:53,05-12-2010 12:15,229.26,1,1.766666667,0.883333333,,5.434856731,
868,13507,4,2479.16,06-12-2011 13:13,17-07-2011 11:50,619.79,12,4.733333333,1.183333333,,6.429380711,
869,13508,1,110.97,10-04-2011 11:58,10-04-2011 11:58,110.97,4,0,0,,4.709259895,
870,13509,6,964.72,01-12-2011 10:10,28-02-2011 13:27,160.7866667,12,9.166666667,1.527777778,,5.080078435,
871,13510,4,1791.56,08-12-2011 13:46,09-06-2011 09:32,447.89,12,6.066666667,1.516666667,,6.104547667,
872,13512,1,251.21,24-03-2011 10:03,24-03-2011 10:03,251.21,3,0,0,,5.526289243,
873,13513,1,205.1,05-08-2011 11:50,05-08-2011 11:50,205.1,8,0,0,,5.323497665,
874,13514,1,112.3,27-09-2011 09:39,27-09-2011 09:39,112.3,9,0,0,,4.721173862,
875,13515,4,891.12,28-09-2011 11:26,06-04-2011 10:33,222.78,9,5.833333333,1.458333333,,5.406184737,
876,13516,3,1374.41,18-11-2011 13:15,15-04-2011 11:06,458.1366667,11,7.233333333,2.411111111,,6.127167538,
877,13517,3,2128.42,11-10-2011 11:43,13-06-2011 08:44,709.4733333,10,4,1.333333333,,6.564522911,
878,13518,1,659.44,15-09-2011 10:29,15-09-2011 10:29,659.44,9,0,0,,6.49139099,
879,13519,1,122.75,22-09-2011 18:24,22-09-2011 18:24,122.75,9,0,0,,4.810149767,
880,13520,6,2984.35,12-10-2011 10:20,03-12-2010 10:36,497.3916667,10,10.4,1.733333333,,6.209377777,
881,13521,3,1092.39,08-12-2011 13:50,29-11-2011 15:09,364.13,12,0.266666667,0.088888889,,5.897510947,
882,13522,1,125.8,09-11-2011 15:11,09-11-2011 15:11,125.8,11,0,0,,4.834693344,
883,13523,5,3964.88,06-11-2011 15:11,08-12-2010 14:22,792.976,11,11.1,2.22,,6.675792956,
884,13524,5,650.18,30-10-2011 12:34,04-05-2011 12:26,130.036,10,5.966666667,1.193333333,,4.867811335,
885,13525,2,628.78,25-11-2011 12:01,05-04-2011 15:36,314.39,11,7.766666667,3.883333333,,5.750634253,
886,13527,7,2287.51,06-11-2011 12:04,17-01-2011 11:17,326.7871429,11,9.766666667,1.395238095,,5.78930902,
887,13529,2,307.76,22-09-2011 09:15,19-05-2011 11:50,153.88,9,4.166666667,2.083333333,,5.036173078,
888,13531,2,483.8,18-05-2011 16:56,08-12-2010 15:03,241.9,5,5.366666667,2.683333333,,5.488524418,
889,13532,1,210.31,06-11-2011 12:25,06-11-2011 12:25,210.31,11,0,0,,5.348582633,
890,13533,3,270.79,10-06-2011 11:54,17-03-2011 12:47,90.26333333,6,2.8,0.933333333,,4.502731324,
891,13534,25,5870.08,07-12-2011 14:52,16-12-2010 15:23,234.8032,12,11.83333333,0.473333333,,5.458747716,
892,13536,7,3448.29,08-12-2011 16:38,25-09-2011 13:30,492.6128571,12,2.466666667,0.352380952,,6.199723586,
893,13538,7,1280.85,27-10-2011 16:34,28-01-2011 10:40,182.9785714,10,9.066666667,1.295238095,,5.20936905,
894,13539,3,631.34,15-09-2011 10:18,03-02-2011 15:23,210.4466667,9,7.433333333,2.477777778,,5.349232256,
895,13544,2,291.41,31-10-2011 11:57,13-04-2011 12:09,145.705,10,6.666666667,3.333333333,,4.98158403,
896,13546,3,626.99,27-11-2011 14:50,23-05-2011 12:14,208.9966667,11,6.266666667,2.088888889,,5.342318303,
897,13548,2,682.41,04-09-2011 14:50,10-04-2011 11:35,341.205,9,4.9,2.45,,5.83248347,
898,13549,7,918.2,14-11-2011 09:20,11-04-2011 13:42,131.1714286,11,7.2,1.028571429,,4.876505083,
899,13551,1,91.8,24-01-2011 14:46,24-01-2011 14:46,91.8,1,0,0,,4.519612298,
900,13552,12,3740.07,04-10-2011 15:19,28-01-2011 10:10,311.6725,10,8.3,0.691666667,,5.741952957,
901,13555,4,4149.28,27-09-2011 12:36,22-05-2011 11:06,1037.32,9,4.266666667,1.066666667,,6.944395743,
902,13557,2,584.06,11-11-2011 15:24,04-03-2011 12:14,292.03,11,8.4,4.2,,5.676856537,
903,13558,4,605.06,04-12-2011 11:24,02-10-2011 13:01,151.265,12,2.066666667,0.516666667,,5.019033266,
904,13560,1,174.37,02-12-2011 13:11,02-12-2011 13:11,174.37,12,0,0,,5.161179478,
905,13561,1,141.86,08-05-2011 12:39,08-05-2011 12:39,141.86,5,0,0,,4.954840656,
906,13562,3,1799.33,19-09-2011 10:51,08-04-2011 12:42,599.7766667,9,5.433333333,1.811111111,,6.396557364,
907,13563,2,777.53,16-09-2011 14:45,22-07-2011 17:21,388.765,9,1.833333333,0.916666667,,5.962975048,
908,13564,2,1198.38,20-12-2010 16:50,06-12-2010 17:26,599.19,0,0.433333333,0.216666667,,6.395578743,
909,13565,2,240.22,20-11-2011 14:33,09-01-2011 14:28,120.11,11,10.5,5.25,,4.78840799,
910,13566,2,874.71,30-10-2011 11:59,18-09-2011 12:40,437.355,10,1.366666667,0.683333333,,6.080745222,
911,13568,1,192.85,19-06-2011 14:42,19-06-2011 14:42,192.85,6,0,0,,5.261912685,
912,13569,2,372.25,22-11-2011 13:07,07-12-2010 12:29,186.125,11,11.66666667,5.833333333,,5.226418491,
913,13570,1,239.49,10-04-2011 13:36,10-04-2011 13:36,239.49,4,0,0,,5.478511662,
914,13571,12,2092.32,27-11-2011 10:47,31-03-2011 12:43,174.36,11,8,0.666666667,,5.161122127,
915,13572,1,1384.25,18-05-2011 11:59,18-05-2011 11:59,1384.25,5,0,0,,7.232913756,
916,13573,2,294.4,20-10-2011 14:33,31-03-2011 14:47,147.2,10,6.733333333,3.366666667,,4.991792206,
917,13575,5,732.07,16-11-2011 13:14,16-06-2011 14:24,146.414,11,5.066666667,1.013333333,,4.986438225,
918,13576,18,6717.34,29-11-2011 15:34,01-12-2010 17:24,373.1855556,11,12.06666667,0.67037037,,5.922075764,
919,13577,4,1687.6,14-11-2011 15:19,12-04-2011 10:33,421.9,11,7.2,1.8,,6.044768319,
920,13579,2,467.04,25-11-2011 08:41,05-12-2010 16:10,233.52,11,11.8,5.9,,5.453267727,
921,13581,1,118,03-02-2011 14:41,03-02-2011 14:41,118,2,0,0,,4.770684624,
922,13583,1,767.73,07-07-2011 10:40,07-07-2011 10:40,767.73,7,0,0,,6.643438109,
923,13584,1,142.4,06-02-2011 12:49,06-02-2011 12:49,142.4,2,0,0,,4.958639999,
924,13587,1,712.4,07-10-2011 12:31,07-10-2011 12:31,712.4,10,0,0,,6.568639551,
925,13588,9,2478.95,24-11-2011 10:42,29-03-2011 15:53,275.4388889,11,7.966666667,0.885185185,,5.618365785,
926,13589,2,379.65,25-11-2011 12:10,13-06-2011 12:44,189.825,11,5.466666667,2.733333333,,5.246102595,
927,13590,6,1981.92,28-11-2011 12:54,09-02-2011 13:25,330.32,11,9.7,1.616666667,,5.800061882,
928,13591,3,1117.13,06-10-2011 12:26,18-03-2011 12:18,372.3766667,10,6.733333333,2.244444444,,5.919905887,
929,13592,4,247.96,04-11-2011 09:49,20-03-2011 14:01,61.99,11,7.6,1.9,,4.126973082,
930,13593,5,2037.08,23-08-2011 13:35,07-01-2011 16:32,407.416,8,7.566666667,1.513333333,,6.009834776,
931,13594,1,396.97,18-10-2011 10:19,18-10-2011 10:19,396.97,10,0,0,,5.983860711,
932,13596,2,697.04,04-12-2011 12:01,27-11-2011 11:57,348.52,12,0.233333333,0.116666667,,5.853695617,
933,13598,1,180.17,23-10-2011 14:28,23-10-2011 14:28,180.17,10,0,0,,5.19390085,
934,13599,21,5153.67,08-12-2011 16:10,08-12-2010 10:11,245.4128571,12,12.16666667,0.579365079,,5.502941923,
935,13600,1,219.52,31-01-2011 15:27,31-01-2011 15:27,219.52,1,0,0,,5.391443345,
936,13601,2,693.32,25-10-2011 17:31,12-05-2011 16:52,346.66,10,5.533333333,2.766666667,,5.848344473,
937,13602,1,428.89,06-10-2011 11:47,06-10-2011 11:47,428.89,10,0,0,,6.061200476,
938,13603,1,164.34,13-11-2011 15:57,13-11-2011 15:57,164.34,11,0,0,,5.101937453,
939,13606,3,280.54,10-11-2011 17:46,01-02-2011 11:42,93.51333333,11,9.4,3.133333333,,4.538104029,
940,13607,1,678.01,30-10-2011 16:17,30-10-2011 16:17,678.01,10,0,0,,6.519162037,
941,13610,7,1131.88,27-11-2011 15:38,27-02-2011 14:44,161.6971429,11,9.1,1.3,,5.085725097,
942,13611,3,1171.8,11-09-2011 14:51,15-12-2010 10:31,390.6,9,9,3,,5.967684018,
943,13614,4,1610.46,15-11-2011 14:47,13-01-2011 12:37,402.615,11,10.2,2.55,,5.99798077,
944,13615,1,417.69,25-01-2011 08:21,25-01-2011 08:21,417.69,1,0,0,,6.034739531,
945,13617,3,544.18,30-10-2011 13:50,12-06-2011 12:55,181.3933333,10,4.666666667,1.555555556,,5.200667786,
946,13618,1,177.34,19-06-2011 11:09,19-06-2011 11:09,177.34,6,0,0,,5.178068794,
947,13621,1,213.85,15-08-2011 08:26,15-08-2011 08:26,213.85,8,0,0,,5.365274835,
948,13623,5,747.78,09-11-2011 12:00,15-02-2011 13:08,149.556,11,8.866666667,1.773333333,,5.007670905,
949,13626,1,257.23,01-04-2011 10:05,01-04-2011 10:05,257.23,4,0,0,,5.549970626,
950,13627,5,1638.47,11-10-2011 14:20,17-12-2010 09:52,327.694,10,9.933333333,1.986666667,,5.792080246,
951,13629,11,7792.36,16-11-2011 13:21,05-01-2011 12:09,708.3963636,11,10.5,0.954545455,,6.563003773,
952,13630,7,2031.78,04-12-2011 15:16,27-02-2011 12:49,290.2542857,12,9.333333333,1.333333333,,5.670757386,
953,13631,11,3070.42,01-09-2011 09:57,17-03-2011 17:13,279.1290909,9,5.566666667,0.506060606,,5.631674366,
954,13632,5,2121.27,15-11-2011 10:51,10-04-2011 15:07,424.254,11,7.266666667,1.453333333,,6.050332332,
955,13634,5,1575.16,06-11-2011 13:40,16-01-2011 15:30,315.032,11,9.766666667,1.953333333,,5.752674221,
956,13635,1,1071.03,03-10-2011 10:55,03-10-2011 10:55,1071.03,10,0,0,,6.976376081,
957,13636,5,949.12,03-11-2011 10:30,27-02-2011 14:29,189.824,11,8.266666667,1.653333333,,5.246097327,
958,13637,3,809.25,18-10-2011 13:32,27-04-2011 13:06,269.75,10,5.8,1.933333333,,5.597495604,
959,13638,1,122.64,24-11-2011 10:38,24-11-2011 10:38,122.64,11,0,0,,4.809253235,
960,13639,1,1033.34,26-09-2011 13:36,26-09-2011 13:36,1033.34,9,0,0,,6.940551553,
961,13642,1,354.8,08-05-2011 12:34,08-05-2011 12:34,354.8,5,0,0,,5.87155425,
962,13643,3,519.44,08-11-2011 15:37,07-06-2011 11:40,173.1466667,11,5.133333333,1.711111111,,5.15413902,
963,13644,4,2624.26,23-11-2011 14:07,26-08-2011 11:53,656.065,11,2.966666667,0.741666667,,6.486259869,
964,13645,1,252.1,11-08-2011 16:11,11-08-2011 16:11,252.1,8,0,0,,5.529825834,
965,13647,4,1678.12,30-11-2011 12:00,19-04-2011 09:49,419.53,11,7.5,1.875,,6.039135037,
966,13649,2,346.6,28-03-2011 11:51,08-12-2010 14:46,173.3,3,3.633333333,1.816666667,,5.155024197,
967,13650,6,1836.34,23-11-2011 12:22,17-03-2011 12:37,306.0566667,11,8.333333333,1.388888889,,5.72377027,
968,13651,1,79.2,31-10-2011 12:11,31-10-2011 12:11,79.2,10,0,0,,4.371976299,
969,13652,3,1095.08,25-10-2011 08:51,06-12-2010 09:21,365.0266667,10,10.73333333,3.577777778,,5.89997041,
970,13654,6,2707.33,27-10-2011 16:24,11-03-2011 12:54,451.2216667,10,7.666666667,1.277777778,,6.111958719,
971,13655,2,932.97,17-08-2011 14:25,12-04-2011 09:53,466.485,8,4.233333333,2.116666667,,6.145225865,
972,13656,2,379.65,28-06-2011 10:31,06-01-2011 15:42,189.825,6,5.733333333,2.866666667,,5.246102595,
973,13657,2,367.14,29-11-2011 12:32,22-05-2011 12:35,183.57,11,6.333333333,3.166666667,,5.212596066,
974,13658,5,2639.17,30-11-2011 10:13,19-05-2011 17:15,527.834,11,6.466666667,1.293333333,,6.26878184,
975,13659,2,1573.2,18-05-2011 12:37,23-01-2011 12:08,786.6,5,3.833333333,1.916666667,,6.66771986,
976,13662,3,897.76,15-09-2011 12:04,25-03-2011 13:23,299.2533333,9,5.766666667,1.922222222,,5.701290483,
977,13663,1,189.47,13-06-2011 15:44,13-06-2011 15:44,189.47,6,0,0,,5.244230701,
978,13666,3,84.65,10-10-2011 15:39,25-02-2011 13:05,28.21666667,10,7.566666667,2.522222222,,3.33991282,
979,13667,1,305.02,13-07-2011 15:42,13-07-2011 15:42,305.02,7,0,0,,5.720377348,
980,13668,21,6363.59,07-12-2011 12:11,12-12-2010 12:35,303.0280952,12,11.96666667,0.56984127,,5.713825525,
981,13669,2,218.55,20-10-2011 09:32,13-07-2011 11:44,109.275,10,3.266666667,1.633333333,,4.693867641,
982,13670,1,349.7,25-09-2011 15:25,25-09-2011 15:25,349.7,9,0,0,,5.857075644,
983,13672,2,186.39,11-02-2011 13:53,11-01-2011 13:54,93.195,2,1,0.5,,4.534694072,
